tenure_months,monthly_charge,support_tickets,contract,autopay,reference_id,churned
51,15,0,0,1,1.5841,0
31,34.3251,0,0,0,-1.6514,0
14,72.848,1,1,1,-0.6849,0
21,90.0247,2,1,0,0.1394,1
14,48.7656,0,2,1,1.4519,1
39,44.2054,2,0,0,0.6255,1
65,41.5882,0,2,0,-0.0546,0
46,115.7085,2,2,1,0.3689,0
3,114.5926,1,1,0,-0.3556,1
64,61.8433,0,0,1,0.7819,0
64,58.1165,2,0,0,0.845,0
40,104.87,1,2,1,-0.7344,0
39,93.1064,1,0,0,2.0834,1
59,57.0669,0,2,0,-0.523,0
14,82.6864,1,1,1,-1.1575,1
43,73.9864,2,1,0,0.3899,0
13,61.5894,1,0,0,-1.357,0
29,94.9215,2,2,0,-1.2161,1
30,71.6835,2,2,0,0.2018,0
6,53.2189,0,1,0,-0.1586,0
17,79.5711,1,0,1,1.2845,1
36,81.2897,3,1,0,-1.1476,0
37,43.123,1,0,1,0.0479,0
26,106.3653,1,0,1,2.2205,1
62,43.3786,1,1,0,0.4599,0
1,63.702,0,1,1,0.42,0
32,50.2768,1,2,0,-0.7134,0
17,35.4166,4,2,0,-0.3953,0
5,88.9083,1,1,0,-0.1459,1
23,45.8694,1,1,0,-0.2874,0
35,79.858,0,2,0,1.8817,0
40,75.2624,1,1,0,2.4095,0
19,122.6128,3,1,0,-1.4927,1
48,47.8015,3,2,1,0.3594,0
27,88.8902,1,1,1,0.0267,1
5,62.1008,4,1,0,-1.0019,1
6,87.5753,3,1,1,-1.5453,1
3,43.0345,0,2,1,0.5207,0
60,73.8591,1,2,1,1.2688,0
15,65.4641,1,1,1,0.8852,1
31,42.6754,1,0,0,-0.1219,1
42,114.7101,1,2,1,-0.5516,0
54,51.5271,0,1,0,-0.0683,0
48,65.0955,1,2,0,-0.3866,0
68,57.4768,0,1,0,1.2151,0
54,48.6729,2,0,1,1.7573,0
63,94.7558,2,0,0,0.1946,0
40,67.1023,0,0,1,0.4694,0
66,90.8698,2,1,0,0.1011,1
65,53.0482,2,1,1,0.5629,0
28,59.0651,1,1,1,0.7732,0
22,31.0059,1,0,0,-1.008,1
37,53.0687,2,0,0,-0.8157,1
25,53.0882,0,1,1,0.324,0
44,88.5871,1,2,0,0.6113,1
8,73.3626,1,1,1,0.3413,0
39,66.2593,0,1,1,-1.2757,0
20,71.8497,0,0,0,-0.0237,1
31,39.9771,2,0,1,0.8988,1
3,81.1899,0,2,0,-1.8985,1
6,46.941,1,0,1,1.866,1
22,82.4187,1,1,1,-0.3464,1
11,41.177,0,0,1,-0.2733,1
33,80.984,0,1,0,0.2254,0
50,66.7591,1,0,0,1.1553,0
42,76.2713,2,1,1,-0.2327,1
26,78.4242,2,0,1,-0.9398,1
48,87.5776,1,2,0,-0.5208,0
21,108.3068,2,1,1,-0.3434,0
28,84.8921,0,0,1,0.6398,0
21,106.3663,0,0,0,0.3061,1
56,86.9112,2,1,1,2.6512,0
42,28.1828,0,1,1,0.4965,0
43,69.6923,0,0,1,2.0738,0
50,71.0766,4,1,1,-0.2028,1
50,87.5875,4,0,1,-2.9941,1
14,63.6449,1,1,0,1.1424,1
50,97.7824,2,1,1,-0.0089,1
45,53.8557,0,2,0,-0.88,0
30,137.9748,0,2,0,1.7334,1
34,53.066,3,0,0,-0.853,1
63,62.1595,1,1,1,1.2032,0
5,50.6081,0,0,0,-1.5854,1
44,74.5145,2,1,0,0.3061,0
40,100.1518,1,1,1,-0.6445,1
2,83.3311,1,1,0,-1.0578,1
61,42.9231,0,1,1,0.1869,0
44,74.2973,1,0,0,-0.8194,1
33,50.2001,0,2,1,0.6025,0
13,77.6983,2,2,1,-1.6522,1
29,114.3868,0,2,1,-1.2737,1
31,46.7978,0,1,0,-0.6338,0
61,108.5799,1,2,0,-0.1102,0
63,116.0663,1,2,0,-0.4932,0
24,81.716,3,1,0,1.2108,1
17,22.8737,2,2,0,0.1224,1
59,88.5936,0,2,0,0.5827,0
64,68.7994,1,0,0,0.8206,0
39,108.6084,1,2,1,2.1766,0
26,72.8703,1,2,0,-0.3482,0
19,95.1147,1,0,0,1.4998,1
32,30.7842,1,1,1,0.64,0
49,52.1562,0,2,0,-2.431,0
37,91.1671,2,0,0,0.2963,1
39,60.0859,0,0,0,0.9874,1
40,70.9388,0,2,0,-0.1828,0
1,34.1918,4,2,0,-0.8176,1
21,49.7207,1,1,1,0.6973,0
28,72.3992,4,0,0,0.8494,1
12,39.5778,1,2,0,1.9308,0
18,102.668,0,0,1,0.0399,1
6,39.1662,2,1,0,0.5194,1
55,27.6767,2,1,0,0.2062,1
4,69.1291,2,0,1,-1.7002,1
56,53.9774,1,0,0,0.8668,1
67,21.0538,0,1,1,-0.3349,0
47,120.58,1,0,1,0.9184,1
29,73.9577,3,1,0,-1.6736,0
48,55.6164,1,1,1,-1.9428,0
23,59.7514,0,1,0,0.5292,0
47,88.6791,3,1,0,0.1877,1
43,55.5299,0,0,1,0.2094,0
17,95.9079,0,2,1,-1.898,0
56,39.6257,0,0,0,0.7422,0
24,105.5969,0,0,1,-1.5932,1
65,113.7887,0,2,1,-1.3088,0
27,54.0017,1,2,0,1.6913,1
13,79.0785,2,2,0,-1.0522,0
2,68.8046,2,1,0,-0.2919,1
13,41.5945,2,0,1,3.3624,1
6,63.2498,1,2,0,-1.3611,1
56,46.6508,2,2,1,0.4748,0
0,68.6228,0,2,0,-0.2808,1
62,43.1389,1,0,1,-0.2862,0
20,79.6895,1,1,1,-0.2504,1
34,76.7203,0,1,1,0.6476,1
19,82.4969,1,2,0,0.8647,0
46,67.8564,4,2,0,-0.0055,0
56,68.1638,0,1,0,-0.2525,0
39,105.2887,1,0,0,0.5447,1
69,52.4664,2,2,1,-1.4575,0
54,35.8468,2,0,0,-0.1608,0
63,86.0324,0,0,1,0.4123,0
38,66.81,1,2,0,-0.3551,0
51,61.7303,1,2,1,0.3773,0
28,30.7865,1,1,0,0.3756,0
48,74.7474,0,2,0,2.1615,0
19,69.0867,1,2,1,0.4001,1
65,52.5312,1,2,1,-0.2401,0
36,51.5604,1,1,1,-0.3489,0
43,86.4404,1,1,0,-0.4182,0
7,99.286,1,0,0,0.8194,1
70,34.9501,0,2,1,1.7958,0
4,30.7311,1,0,0,2.9547,1
15,90.6231,0,2,1,-0.8236,0
50,115.9147,1,2,0,-0.4853,0
14,25.2575,0,2,0,-0.3646,0
5,73.6649,0,2,1,-0.86,0
60,72.9537,1,0,1,0.9725,0
15,59.7936,2,0,1,0.1385,1
47,47.731,0,1,0,-0.104,0
18,78.5683,1,2,0,0.4395,0
51,71.9364,1,0,0,0.7649,1
59,86.6267,0,0,0,-1.6982,1
47,94.225,2,2,1,-0.0649,0
32,38.0657,4,2,0,-0.127,0
60,91.0057,0,1,0,-0.4512,0
15,19.3809,1,1,1,0.569,0
42,15.1792,0,1,1,-0.9879,0
43,115.9566,0,0,0,0.4605,1
16,60.1618,1,1,1,-0.1788,1
25,57.5628,1,0,1,-0.0545,0
54,77.9179,0,2,1,-0.1862,0
39,55.2953,0,0,0,-0.499,1
28,95.6911,0,0,0,0.8819,1
37,71.0495,0,1,0,-0.1733,0
37,30.2585,0,2,1,0.8721,0
50,48.6677,2,1,0,0.7309,0
18,92.7712,0,0,0,-0.8557,1
8,38.61,0,1,0,-0.7118,0
9,64.2432,0,0,0,1.9159,1
60,26.6275,0,2,1,0.0607,0
71,35.7094,1,2,1,-0.9175,0
65,85.616,2,1,1,0.7504,0
52,70.4379,1,2,1,0.2905,0
9,44.6116,2,1,0,1.1277,1
42,100.0993,0,2,1,0.2953,0
37,77.6613,1,2,1,0.2084,0
10,66.8484,4,0,0,0.6221,1
47,39.0255,1,2,1,0.5455,0
1,73.1074,2,2,1,-1.0563,0
16,39.3699,2,1,1,-2.1049,1
35,108.0807,0,1,1,0.2129,0
44,77.1987,0,1,1,0.1414,0
8,53.7692,0,2,1,-0.499,0
17,80.8629,0,0,1,-0.385,1
13,84.9476,2,1,1,-1.0261,1
20,77.0284,3,1,1,-0.7851,1
15,40.9833,1,1,1,0.0301,1
47,82.9181,1,0,0,0.23,0
2,54.6276,0,0,0,0.9051,1
16,60.9048,0,2,1,0.9445,0
43,93.6115,1,2,1,1.893,1
34,15,0,2,1,0.6546,0
19,42.7256,0,0,1,-0.0616,0
61,86.2239,2,2,0,0.8358,1
18,74.4858,0,2,0,0.0401,0
50,60.325,2,0,0,-0.9452,0
57,41.3168,0,1,0,0.4962,0
67,33.9197,0,0,1,-2.5401,1
63,105.4433,4,1,0,-0.2462,1
31,87.9677,1,1,1,1.198,1
12,82.9672,3,0,0,-0.4461,1
24,61.2511,0,1,1,-0.3787,1
48,72.1534,2,1,1,-0.0602,0
62,76.2283,0,0,0,-0.2897,0
22,92.9067,2,0,1,-0.7519,1
46,85.1751,2,1,0,0.5139,1
50,38.9679,1,0,0,-1.0532,0
22,55.0501,2,1,0,0.3385,1
30,70.7663,2,1,0,1.5568,1
36,71.9494,1,0,0,1.2462,1
1,78.9435,0,2,1,0.153,1
14,31.4301,5,2,0,-0.4453,1
33,97.4093,1,2,1,2.1276,0
34,47.851,0,1,1,-0.0645,0
44,66.8929,0,1,1,-1.2661,0
9,101.0313,1,1,0,1.259,1
19,64.0016,0,1,0,-0.7703,1
31,47.1706,1,0,0,-1.8892,1
7,37.5903,2,2,1,1.1008,0
29,65.7433,1,0,0,-0.0455,1
45,42.4266,1,1,0,0.03,0
12,104.6149,3,1,1,-0.7011,1
11,38.0833,3,1,0,-0.8016,1
71,53.3836,1,0,1,0.1948,0
49,97.7534,0,0,1,0.2568,0
9,82.0922,0,2,0,-1.4541,0
58,97.6408,3,2,0,1.3691,1
8,92.5303,2,1,1,0.8473,1
8,72.076,1,1,1,-0.2891,1
6,88.3438,1,1,1,-0.503,1
14,90.9963,0,2,1,-2.2863,1
62,28.842,2,0,1,-2.5821,0
47,59.1698,1,0,0,-0.2322,1
58,98.9245,2,0,1,0.9995,1
3,85.5187,0,1,0,1.1303,1
68,82.073,1,1,0,-0.604,0
15,63.7501,1,1,0,-0.7114,1
7,47.4651,2,1,1,0.4734,1
40,73.2243,1,2,0,-0.4832,0
15,58.3612,1,2,1,0.938,0
29,65.8022,1,1,1,-0.6646,0
27,65.3636,1,0,0,-1.0541,1
69,90.9275,1,1,1,0.9765,0
71,47.1278,0,1,1,0.0877,0
62,95.3853,0,2,0,0.8252,0
69,43.9341,1,2,0,-0.6748,1
50,86.4349,1,0,1,-2.3495,1
17,90.3234,3,0,0,0.9102,1
16,63.7295,0,1,1,0.1636,0
4,78.5116,2,1,1,-0.1898,1
52,61.6902,1,0,1,0.0943,0
24,56.9894,2,1,1,0.2998,1
65,63.1713,1,1,1,1.0257,0
29,115.725,0,2,0,-0.6759,1
28,53.8643,0,1,1,-0.0548,0
50,83.6573,0,1,1,1.4075,0
50,75.8307,1,2,1,0.2784,0
57,64.5112,3,1,0,1.3275,1
69,62.036,0,2,1,-0.5952,0
62,53.5073,0,0,1,-0.7552,0
27,99.2044,0,1,1,0.7126,1
12,64.9559,0,0,1,-0.6514,1
43,74.0474,3,0,0,-0.5018,1
26,38.7321,1,1,1,0.4303,0
29,65.7868,1,2,0,-2.594,0
41,79.8595,1,0,0,-2.1538,1
35,67.6696,0,2,0,1.1238,0
13,81.5755,0,1,0,0.1758,1
17,92.661,2,2,0,0.3565,1
33,50.7529,1,0,0,0.6859,0
13,61.28,1,1,1,0.4883,1
43,125.7124,2,0,0,-0.6786,1
33,50.7406,1,1,0,-1.5625,1
27,52.5714,0,2,0,-0.9856,0
30,50.1199,0,2,1,-0.8631,0
60,54.968,2,1,1,0.3357,0
52,107.4403,2,0,1,1.2156,1
56,75.9348,2,0,0,-0.1067,1
59,89.3364,0,1,0,-0.0584,0
16,33.4298,2,0,1,-0.0915,0
25,37.926,2,1,0,-1.2672,1
17,123.2722,1,0,0,-0.8965,1
61,31.5125,0,2,1,0.961,0
31,65.8872,4,2,0,0.2264,1
42,124.9958,1,2,1,-0.0984,0
11,70.9621,2,1,1,0.7164,1
59,83.2105,2,0,1,-1.3376,1
6,91.2303,0,2,0,-0.9048,1
64,34.6613,0,1,1,-1.5026,1
70,74.59,2,1,0,0.4754,1
28,100.0369,1,2,0,0.718,0
9,100.0004,0,0,1,0.371,1
9,75.2102,0,1,1,0.5618,0
57,56.5609,0,2,1,-0.5027,0
13,17.3353,2,0,1,-1.2296,1
0,91.5484,1,1,0,-0.9315,1
17,64.4057,1,0,1,1.1773,1
61,73.1362,0,0,0,0.5773,0
71,57.0095,1,2,1,0.9089,0
51,82.0261,3,1,0,0.6237,0
51,71.0468,0,1,0,0.6329,0
6,64.4191,2,2,1,-0.2182,1
30,38.4138,2,2,1,0.1822,0
43,42.0404,0,2,1,-0.4294,0
43,33.2283,1,0,1,-1.9963,0
68,87.045,0,0,1,-0.2211,0
63,44.2115,1,0,0,-0.2931,0
26,25.7999,1,1,0,-0.3044,0
16,73.2624,0,2,0,-1.1484,0
21,58.87,2,2,1,1.1873,0
62,72.0787,0,2,0,-1.101,0
51,73.5792,0,2,0,-1.16,0
51,133.0272,1,2,1,-1.2576,0
1,54.4008,1,2,0,1.7275,1
56,79.4205,0,0,0,0.9365,0
50,131.2662,3,1,1,-0.3912,1
22,76.2464,1,1,0,0.9557,1
62,54.7798,3,2,1,-0.8239,0
63,61.7653,0,2,0,-0.2686,0
46,92.8627,1,1,1,-1.7692,0
32,79.3891,1,1,1,0.0848,0
14,125.5319,1,2,0,0.145,0
67,69.2977,0,2,0,-0.9522,0
8,15,1,2,0,1.4092,0
52,73.3504,1,0,1,0.6987,1
29,37.3751,3,1,1,1.4341,0
25,91.7748,0,1,1,-0.8654,1
25,107.9069,0,1,1,-0.8815,0
11,46.6406,2,0,1,0.0532,1
46,84.4103,0,1,1,-1.3701,0
16,50.5176,1,0,0,0.1799,1
48,91.0909,1,1,0,1.1383,0
68,118.9502,0,0,1,0.5956,0
9,41.6424,1,2,1,-0.1765,0
13,85.1079,0,2,1,0.6479,0
34,28.236,0,0,0,-0.0836,1
44,87.4852,0,2,1,0.0847,0
27,54.245,2,0,0,2.1351,1
23,45.4626,0,1,1,-0.2407,0
57,94.8052,0,1,0,0.4933,0
68,79.2818,1,2,0,-1.5375,0
0,42.5311,0,1,0,-0.8865,1
70,44.1228,0,2,0,-0.4443,0
52,107.0873,2,0,1,1.3443,1
25,151.3159,0,1,1,0.6343,0
71,27.5186,0,0,0,-0.0707,0
38,46.3459,1,2,1,1.0063,1
37,43.457,1,0,1,-0.6752,1
65,57.4984,0,0,0,0.6774,0
70,76.6618,1,2,1,2.1833,0
30,127.7614,2,0,1,-0.3334,1
32,76.5708,0,0,0,-1.9384,1
18,49.4247,0,0,1,-0.1229,1
27,84.2713,2,1,0,-0.8957,0
36,82.9813,0,0,1,-0.1827,1
14,56.4532,0,1,0,0.3771,0
34,81.2899,0,1,1,0.4808,1
69,54.5513,1,0,1,-0.1491,0
12,55.3711,1,0,0,1.6423,1
0,84.4168,1,1,1,1.0759,1
35,40.0644,1,0,0,-1.1404,0
66,76.7161,0,2,1,-0.5194,0
66,80.4435,2,2,0,0.8427,0
7,94.6182,2,2,0,2.706,1
29,45.8773,0,0,1,1.0587,1
16,66.6022,2,0,0,0.5536,1
67,46.9457,2,2,0,0.8128,0
6,86.5865,0,2,0,1.5111,1
37,56.3195,1,1,1,-1.8149,0
33,69.9012,1,2,0,-2.2201,1
35,74.8929,1,2,1,-0.109,0
70,61.3086,1,1,0,-0.2267,0
63,45.4938,2,1,1,1.8419,0
4,40.4388,0,1,0,0.3862,1
60,86.8057,2,2,1,1.1935,0
26,68.2304,2,1,1,1.6903,1
35,77.0711,0,2,1,-0.03,0
47,15,3,1,1,-0.901,0
62,28.6685,1,2,0,0.3259,0
15,82.786,1,0,1,0.1392,1
44,48.3978,0,0,1,0.1022,1
15,67.1593,0,0,1,-0.704,1
52,64.0084,0,2,1,0.0418,0
70,101.8692,0,2,1,0.2418,0
52,85.723,3,2,0,-0.1945,1
71,22.9152,1,2,0,0.7355,0
10,15,2,1,0,0.7071,1
22,38.065,0,0,1,0.1222,1
31,78.5281,1,0,0,1.2173,1
49,61.2518,0,1,0,1.7554,0
59,59.1603,0,2,1,1.5684,0
0,76.0052,1,2,0,2.0097,1
4,127.0362,2,2,0,-0.7306,1
24,74.9419,3,1,0,0.3728,1
30,78.5181,1,0,0,-1.3082,1
22,89.5112,4,0,0,0.7734,1
69,67.8337,4,0,0,0.6004,1
8,98.9812,0,0,1,0.2908,1
1,81.2066,1,1,1,-0.0849,1
62,108.7984,2,2,1,-3.0806,0
6,31.1423,0,0,0,-0.8281,1
29,59.9586,1,0,1,0.972,1
69,110.1156,0,1,0,1.0252,0
28,49.2223,0,2,0,0.4962,0
10,101.8952,0,0,0,0.7835,1
6,73.0493,0,2,0,0.1457,1
71,46.2342,0,2,0,0.0822,0
32,89.7646,1,0,0,1.8262,1
71,63.9073,0,1,0,-0.8628,0
17,46.0891,0,0,0,-0.3674,1
56,58.3252,4,0,1,2.1161,1
49,77.6934,2,0,0,0.7385,1
3,43.3877,0,1,1,-0.0782,1
57,41.1346,1,1,1,0.5695,0
62,45.3913,0,0,0,2.2525,0
53,87.8289,0,1,0,-1.6881,0
61,57.8604,1,0,0,-1.1129,1
1,102.3946,0,2,0,-1.6127,1
54,87.3373,0,1,1,0.3111,1
53,52.7936,1,2,0,0.9798,0
24,62.0041,0,2,0,0.3967,0
48,88.368,1,1,0,-0.8311,1
61,87.4869,3,1,1,0.9033,1
42,98.5284,0,2,1,0.1064,0
26,60.2913,0,0,1,0.7688,1
47,96.5345,0,2,0,0.2759,0
48,91.6202,2,1,1,2.1352,0
15,68.1324,1,2,1,0.4915,1
35,65.9972,0,0,1,-0.9447,1
63,16.2197,1,1,0,1.1686,0
51,44.5393,1,2,0,1.1771,0
5,54.4923,0,2,0,0.5258,1
65,57.8038,2,0,1,0.0958,1
33,37.3564,0,0,0,0.8578,1
1,31.903,1,2,1,0.7195,1
59,93.1419,2,0,1,-0.9724,1
55,73.3617,2,1,1,1.0515,0
32,101.4143,2,2,1,-0.5677,0
65,81.3636,3,1,0,-0.1449,0
39,62.419,1,0,0,0.7379,1
12,45.4159,0,0,0,-0.2462,1
40,99.5118,1,1,0,0.5667,0
45,43.7987,1,1,1,-0.2777,0
46,40.2037,2,1,1,0.2675,1
51,64.6329,1,0,1,-1.538,1
49,72.7461,0,2,0,-2.131,0
29,75.128,2,1,0,0.5258,1
43,116.4048,0,0,1,-0.9161,0
27,72.2875,1,1,1,-0.681,0
54,56.5886,2,0,0,-0.4452,0
21,56.9921,0,2,1,-1.4256,0
35,82.747,1,2,1,-1.1891,0
22,83.5481,1,0,0,-1.2317,1
1,74.5518,2,0,0,-1.8283,1
11,97.8338,4,2,1,0.408,1
25,35.4417,2,1,1,-0.531,0
34,105.2176,0,2,1,0.0986,0
27,79.311,0,2,0,-1.6218,0
21,15,1,1,0,0.7137,1
42,53.658,1,1,0,-1.3062,0
17,43.9702,1,2,1,-0.4647,1
12,38.5081,1,0,0,-2.1945,1
19,80.9776,3,2,1,0.5272,1
57,44.7757,2,2,0,-1.7838,0
41,33.0742,1,2,0,-0.2358,0
14,66.4914,3,0,1,-0.0085,1
11,101.6439,0,0,1,-0.1524,1
12,88.3955,1,2,1,-0.7424,0
33,75.3148,1,2,1,3.2645,0
7,78.0815,2,0,0,0.1301,1
14,41.4329,2,2,0,-0.4979,0
28,51.0582,0,2,0,-1.681,0
10,93.4024,1,0,0,-0.274,1
58,84.3582,1,1,1,-0.125,0
37,82.342,1,2,0,0.8198,0
52,81.3335,0,2,1,1.3723,0
16,91.0878,0,2,1,1.6443,0
68,98.864,2,2,0,-0.1978,0
59,65.2681,0,2,1,-0.1771,0
7,63.4616,1,1,0,-0.5353,0
68,79.532,1,1,1,-0.409,0
23,49.4594,3,2,0,0.1068,1
62,66.1908,1,2,1,-0.3982,0
15,69.9137,0,0,1,0.8731,1
42,53.1522,2,0,0,-1.1103,1
24,50.4568,1,2,0,1.7443,1
25,63.015,2,1,0,-0.1098,0
8,82.5599,0,1,1,0.025,1
61,46.6012,1,2,1,1.4274,0
23,75.2078,1,1,0,1.6525,0
40,69.1008,1,0,1,0.5882,1
67,84.2953,2,1,0,0.4848,0
25,50.41,2,0,0,-0.4834,1
18,87.949,1,2,0,0.8219,1
24,123.9736,0,2,0,-0.4709,0
16,39.2402,0,0,1,-0.0467,1
25,17.5667,3,2,0,-0.809,0
1,38.0759,1,2,0,-0.7692,1
7,57.6761,0,1,0,-0.8154,1
63,65.6847,1,2,1,0.3923,0
33,73.2724,2,0,0,0.333,1
38,15,2,2,1,-0.8113,0
48,85.4059,1,2,1,0.082,0
50,48.0219,0,0,0,1.2295,0
8,61.5779,0,1,1,-0.3058,1
28,149.7989,1,2,1,-0.2959,1
59,67.343,1,2,0,-0.5095,0
43,101.2202,0,2,0,-0.9861,0
29,61.6481,3,0,1,1.2299,1
48,86.957,1,0,0,-0.3247,1
55,60.2712,1,1,0,0.5255,0
37,15,1,1,1,0.5248,0
51,68.5452,2,0,1,-0.6454,0
10,80.015,3,1,1,0.6693,0
4,95.544,0,2,0,-2.418,1
37,84.5002,0,0,1,0.7542,1
10,88.8525,0,1,1,0.4214,0
60,99.4117,0,0,0,0.482,1
68,46.9388,0,1,1,-0.692,0
11,70.8297,2,2,1,0.8849,0
29,62.4332,1,2,0,0.237,0
64,109.5887,0,0,1,-0.7554,1
43,49.9988,0,1,0,-1.5009,0
36,70.8007,1,0,1,-1.9242,1
1,15.124,0,0,0,0.3031,1
52,79.6777,1,0,0,0.0515,1
28,70.7927,0,0,1,1.3757,1
47,67.6482,1,1,0,-1.0192,1
24,47.02,0,1,0,-1.4941,1
51,76.378,1,1,1,0.5799,0
26,51.2168,1,2,1,1.2383,0
1,99.4854,0,2,1,0.0479,1
70,85.4669,1,1,1,0.5271,0
13,106.9897,1,2,0,-0.2706,0
2,54.8881,1,2,0,0.7106,1
22,26.2193,2,1,0,0.2966,1
70,69.7306,2,2,1,-2.465,0
61,15,2,0,1,0.4486,1
47,67.882,2,2,1,0.4532,0
45,93.5789,2,1,1,0.2364,0
63,50.2852,0,2,0,-1.5047,0
28,81.9472,1,2,1,-1.1658,1
69,70.6866,0,1,0,-0.4308,0
70,118.0048,1,2,1,-0.2163,0
47,80.3508,2,1,0,-1.5835,1
26,69.7747,2,0,0,-0.7046,0
25,46.7141,2,0,1,0.069,1
61,44.302,0,2,0,-1.2176,0
46,65.5585,1,0,1,-0.1721,1
29,74.5599,4,0,1,2.2145,1
4,65.4676,2,2,1,-0.1346,1
50,56.3986,1,1,0,1.3048,0
51,34.5797,1,1,0,-0.2389,0
35,80.8782,2,2,1,2.243,0
38,64.9596,0,0,1,0.0598,0
61,108.014,1,0,0,1.252,0
36,62.0076,1,0,1,0.3373,1
11,53.0635,2,2,1,0.5375,0
36,73.5374,1,2,1,0.5896,0
27,39.0589,1,2,1,-0.3871,1
26,39.6774,2,1,0,-0.0354,1
18,49.1788,0,2,0,0.7469,0
48,121.257,1,1,1,-0.4512,1
71,53.8729,1,1,0,1.2921,0
41,25.2658,2,1,0,0.0748,1
14,41.3687,1,2,0,0.7242,1
36,52.3161,1,1,1,-0.0163,0
25,15,0,1,1,0.5932,0
55,32.3033,0,0,0,0.9272,1
65,81.6402,0,1,0,0.4318,0
53,40.7456,0,1,0,1.1878,1
16,122.4992,2,0,1,-0.7781,1
2,45.9001,0,0,0,0.2878,1
42,72.2181,1,2,1,1.1175,0
38,77.9329,1,0,1,-0.955,1
40,39.2304,2,0,0,-0.4314,0
15,77.946,0,1,1,-0.2068,0
0,123.1112,4,0,0,0.9327,1
3,51.6602,1,2,0,-1.2881,1
61,85.0744,1,1,1,-0.9392,1
41,129.812,2,1,0,2.4121,1
59,59.628,1,0,1,-0.3902,0
9,68.9811,0,1,1,0.0674,1
12,31.7369,0,1,1,0.9471,0
2,62.5507,1,1,1,0.2756,1
62,67.3946,1,0,0,-0.3824,0
17,40.9022,1,0,0,-0.9434,1
68,87.8172,1,1,1,-0.5239,0
31,24.3916,3,0,1,2.3495,1
30,93.1937,2,1,0,0.8601,1
9,64.3208,2,1,0,-1.5347,1
61,104.9824,2,1,1,1.6793,0
37,60.1987,1,2,1,0.621,0
43,83.3005,4,0,0,-0.5416,1
16,36.423,1,2,0,-0.0695,0
67,103.9732,0,0,0,0.4354,1
63,63.4592,0,1,1,0.1576,0
66,49.2783,0,0,0,0.6501,0
17,83.8038,0,2,0,0.896,1
65,81.1995,3,1,0,-0.4925,0
22,57.5315,4,0,0,-0.3722,1
1,95.8986,1,1,1,-1.4924,1
32,46.1319,4,2,1,1.5615,0
49,29.2249,2,2,0,0.5857,0
13,80.7046,2,2,0,-0.8595,1
20,38.1018,0,0,1,0.3951,1
40,37.56,2,1,1,-0.8561,0
40,35.2116,0,2,1,0.7954,1
38,67.67,6,0,0,0.1964,1
24,87.1009,2,0,0,-0.9349,1
31,92.6013,2,1,1,-0.5613,1
58,57.4029,2,1,1,1.018,0
62,99.9718,3,0,1,-1.0052,1
9,64.9265,1,1,1,-0.4429,0
45,32.0971,3,2,1,-0.3641,0
23,94.7322,2,0,0,2.559,1
23,43.3441,2,2,1,0.2729,0
41,57.7948,0,0,1,-0.4369,0
32,56.4364,0,2,1,1.5106,0
59,48.2032,2,0,0,-0.6524,0
11,40.5578,3,0,1,0.4729,1
43,25.0411,1,2,1,-1.568,0
62,54.7159,1,1,1,1.274,0
66,43.4071,0,2,1,0.6576,0
43,54.0651,1,1,1,0.9094,0
70,107.4113,1,1,1,0.0205,0
13,90.0107,1,0,0,-0.9643,1
49,42.3051,2,0,1,0.4293,1
17,55.2863,0,1,1,-0.9818,0
7,42.7483,3,1,1,-2.1492,0
6,31.6984,0,1,0,-1.1708,1
20,57.1275,2,1,0,1.3688,1
1,128.0833,2,1,1,0.1374,1
63,60.5827,2,0,1,-0.5272,0
27,56.0752,0,2,1,-1.1452,0
54,57.7386,2,0,1,0.0361,0
10,58.9825,1,2,1,0.1519,0
51,78.4181,0,2,1,0.4811,0
9,57.7472,0,2,1,-1.655,1
65,46.0925,0,2,0,0.3811,0
50,94.1882,0,0,0,1.2879,1
47,61.6143,0,2,0,-1.6682,0
35,56.8013,1,1,0,1.4691,0
47,63.5252,1,1,1,0.2332,0
52,56.8938,0,2,0,-1.675,0
42,94.1566,2,2,1,1.9951,0
20,88.2841,1,2,1,-0.6048,1
49,75.5301,1,0,0,-0.4847,1
65,37.7633,0,1,1,-0.3528,0
19,42.2921,3,0,1,1.041,1
13,24.7912,1,1,0,0.3882,1
54,89.3275,1,1,1,-0.2404,0
24,55.519,0,2,1,-1.4902,0
34,95.2754,2,1,0,-0.4042,1
68,90.0447,0,0,1,0.7508,1
24,37.754,1,2,0,-0.6599,1
33,70.2576,2,0,1,-0.5219,1
36,104.6494,2,2,0,-0.8631,1
65,67.436,1,0,0,0.2901,0
22,108.7516,2,1,1,0.1781,1
46,83.0262,1,0,1,-0.7984,1
46,68.4158,0,0,0,0.7263,1
42,51.49,0,1,1,-0.0068,0
26,114.5114,1,0,0,-0.6297,0
63,50.6487,2,2,0,0.3532,0
62,60.5584,0,2,1,-1.2819,0
38,92.1949,2,1,0,-0.4018,1
4,66.0839,2,2,0,-1.0685,1
68,50.4006,1,2,1,-0.4342,0
61,91.7487,0,1,1,-0.2549,0
65,58.5939,0,2,0,0.598,0
49,15.3432,1,2,1,1.5612,0
21,72.4614,1,2,1,0.3602,0
45,70.3549,0,2,1,-1.0014,0
12,65.22,0,2,0,-1.2366,0
41,47.6417,4,0,0,0.4326,1
10,46.9631,1,1,1,-1.9213,0
2,84.2266,1,1,1,0.7684,1
