rooms,area_m2,age_years,km_to_centre,quality,reference_id,price
1,131.6158,7,6.9911,5,1.6006,24098.2501
1,92.3636,51,12.2733,5,1.4315,13090.5799
5,81.8049,23,1.0164,1,0.6291,10461.2784
2,83.2227,24,14.3273,1,-0.9496,860.5459
2,77.2337,44,10.9634,2,-0.2759,2670.6396
5,118.9325,71,8.186,5,-0.455,17989.3866
1,138.9167,24,6.3762,3,-0.1195,10492.8715
4,69.0049,16,19.2809,1,-0.6653,3430.1799
2,95.3806,49,3.6575,3,0.0146,5736.0185
4,80.4769,30,6.8544,2,-1.7597,8470.2133
4,112.1975,5,2.9716,5,-0.2735,27478.1524
6,134.3941,29,0.3521,4,0.7042,28667.6266
4,183.1563,32,22.5509,5,0.7048,22034.758
2,113.8426,29,2.7551,3,0.3688,10260.2239
2,103.6073,56,1.768,4,0.0912,14906.139
2,51.522,77,10.5169,1,-1.5571,-6578.2157
3,94.3629,56,4.9599,4,-0.8081,13160.3915
6,123.2325,57,0.978,1,1.358,12420.4956
1,129.0102,75,5.8004,2,-0.1284,968.1204
1,96.4819,70,23.4678,5,0.221,5080.6759
5,87.3063,0,3.7593,4,-0.152,25661.7622
2,79.58,40,5.4028,5,-1.3475,16531.8625
3,86.7119,32,6.8508,2,0.0395,5156.249
5,25,78,6.8427,5,-1.881,11645.2814
3,72.1047,25,0.9634,3,-0.9708,13866.5411
2,120.4228,20,5.1745,1,1.2295,6521.1721
3,63.2347,74,2.9708,2,-0.0494,3737.0258
6,124.1127,13,1.1185,1,-1.6751,19176.3386
6,122.0551,75,3.523,3,-0.197,14917.8177
6,107.9876,62,0.4489,3,-0.1035,16497.7599
5,84.7869,51,1.4155,4,0.8597,18564.451
6,118.4674,52,4.9425,4,0.0058,24241.0489
4,50.5539,21,11.1792,1,0,857.0094
6,80.2639,66,1.2043,2,-2.4019,10780.8099
2,62.8537,44,7.3066,4,1.5534,10767.0744
2,100.7027,39,7.5772,2,1.9049,5866.6288
6,141.9075,9,5.1196,2,-0.7152,21397.4581
5,161.0673,79,4.0171,2,0.8398,10590.1611
6,101.2614,8,6.2766,5,0.5513,28371.2535
5,103.551,72,12.778,1,-0.3633,1710.7596
4,118.6733,14,2.3752,1,-0.0972,9645.2979
1,118.5752,2,2.0409,1,-0.2059,9554.5553
4,42.3374,25,3.4551,4,-1.7053,14998.2188
1,167.8126,74,6.3447,5,0.0383,16311.4361
1,51.8396,49,14.8054,3,0.355,2906.7513
6,88.4841,44,11.3052,2,-1.2711,10464.2796
1,68.8533,64,20.2354,5,0.8802,3147.8005
4,88.4317,69,10.0908,1,-0.0313,1100.0952
1,102.8208,19,10.8289,4,0.8148,11809.5817
1,165.8931,72,27.5418,4,-0.1931,5443.8475
2,138.1418,14,0.2,3,-0.9252,12867.6516
6,67.6372,26,17.3355,5,0.6352,19808.9339
3,110.1083,45,11.0257,4,0.506,14915.8238
1,91.5582,18,13.897,1,-0.489,-66.8424
3,104.3342,13,2.738,2,-2.1796,9889.1088
1,160.1262,68,18.6632,1,-0.1046,-5923.8174
2,137.0849,12,1.382,5,0.6266,24343.1083
3,93.2271,54,2.1317,1,-0.0397,5241.0585
2,61.9171,56,3.5555,1,-0.0668,415.8817
3,116.7351,3,12.4545,3,1.128,8484.6353
4,95.3547,12,7.2704,4,-1.1669,22775.3399
3,55.1489,36,3.5354,5,0.4642,14509.8176
2,88.4325,51,33.7807,1,0.2945,-11433.7646
1,161.1636,42,1.3417,4,2.3486,17714.2512
3,105.2392,23,13.5325,3,-0.5855,9069.4356
5,87.4705,66,7.7293,5,-0.5224,19435.4683
4,62.3046,79,3.9049,4,1.2321,12198.1262
3,128.3999,68,27.5682,5,-1.3136,10746.7195
2,112.1897,63,7.3819,4,0.1713,15663.9093
1,36.0102,43,10.7101,1,0.119,-962.1628
5,118.7679,12,1.9946,4,0.096,26321.2103
3,110.2368,10,1.6019,3,1.1143,14332.5789
5,61.4918,17,9.2494,2,0.4497,11659.5521
3,51.1497,57,2.7823,5,0.0714,13366.4055
4,69.5314,51,4.5786,1,0.8439,5118.7673
4,26.168,18,16.3458,2,-0.1782,6367.0914
6,111.7697,38,0.4728,3,-0.1986,18593.792
5,99.9343,42,15.0063,3,0.0311,9468.055
1,102.6467,26,1.9691,1,-0.7117,4565.109
3,112.6059,66,0.377,2,-0.8923,6759.171
1,79.8359,69,15.6224,5,-1.4313,5853.8165
4,131.0645,74,4.7843,3,1.011,7377.7091
3,90.3644,48,17.2513,4,1.0238,10059.4556
4,58.5331,36,16.572,2,-1.0832,2691.8275
4,113.942,66,2.0058,3,-0.6596,10855.3339
5,115.45,77,6.3905,2,0.8123,7196.1955
2,109.3862,4,23.2191,5,-1.2423,16640.0542
2,97.68,9,6.5146,2,-0.7203,8256.9619
4,174.8272,23,24.8976,3,0.4106,10242.3233
6,81.2385,3,21.6372,1,-0.1801,10379.4366
6,83.5188,69,5.5104,4,0.7182,17484.4166
5,106.3801,17,2.6171,4,0.0697,23874.5437
4,105.4169,26,2.5802,5,2.5768,24392.6563
3,92.3705,17,3.872,4,-0.0172,16572.2617
2,133.0557,69,1.6523,3,-0.5416,6853.01
3,56.0141,17,1.2326,4,1.4851,17584.2703
6,139.5474,28,5.9141,2,0.9622,14358.4758
3,134.787,54,8.9013,3,1.1816,5571.9765
3,138.9588,0,0.856,1,-1.0209,14564.7165
5,62.5369,0,16.7352,5,-0.3018,20619.7326
2,75.2696,38,3.2972,3,1.1085,5479.1635
4,110.0763,71,9.5268,3,1.2493,8595.4555
2,96.8992,50,11.8478,3,0.4972,3453.3433
2,42.1119,27,3.08,4,-2.1599,12841.2625
5,111.587,6,9.5155,5,-0.918,25880.2628
2,58.93,57,4.2727,5,1.9377,12030.1889
3,115.2485,0,1.577,1,-1.3731,10849.2393
6,48.0854,44,7.1665,5,1.0636,18289.1648
4,91.9453,42,4.0818,5,-0.1639,18478.7318
2,106.3215,20,17.5807,3,-0.0717,4281.574
1,67.4127,35,2.0116,5,-0.6923,13522.8389
4,67.9818,45,25.4062,3,-1.1486,1185.3104
5,85.8034,22,6.9486,1,-0.2739,9078.9271
6,122.5053,52,28.01,5,1.4226,18024.3459
4,25,11,4.7302,3,0.4739,11827.472
6,111.6212,38,0.4681,3,0.6665,18186.2964
1,165.9586,19,9.0766,2,0.3878,6454.756
2,138.7724,45,0.6198,5,-0.6901,20555.493
3,57.1364,7,16.6318,4,-0.3596,14176.6566
2,144.318,63,26.3128,3,0.863,95.8837
4,145.7618,77,2.8077,2,-0.9857,5077.5579
4,73.8303,31,8.9468,5,0.9525,19311.7141
4,81.8088,20,4.1335,1,-2.7125,7234.2289
2,60.7607,31,2.8646,2,0.8684,3667.2237
4,86.5423,35,1.8693,2,-1.8478,11464.3484
4,99.0241,4,5.3875,1,-0.2362,11521.8202
3,98.4476,9,1.0579,2,-0.526,13390.3222
3,52.2395,36,3.7731,3,0.0203,6027.6828
6,139.9453,64,17.1988,3,0.6526,11078.3726
2,32.4126,0,32.7321,2,1.3007,-5039.9092
1,97.7964,1,3.0498,1,0.5522,7137.5955
6,182.5686,52,5.0267,1,0.5412,13665.7849
2,25,43,1.5454,1,0.094,945.5122
3,101.2264,76,9.7629,1,1.9918,-747.6165
5,73.5429,36,9.2786,1,1.1794,6998.056
5,58.7118,35,4.6099,5,0.4126,17396.0735
5,70.8154,48,8.0152,4,-0.7916,15745.2347
3,142.2455,22,6.6442,5,-0.2418,24250.1926
4,129.2865,8,18.1765,1,-0.9624,9777.3699
4,206.6272,56,28.5652,5,-1.3093,18883.3814
1,98.7385,58,23.3738,1,0.314,-8529.9584
6,78.8273,74,26.3179,3,0.7587,4112.1841
5,123.7073,34,2.4454,5,-0.0497,28828.1962
2,63.416,69,7.8048,5,-0.3181,10403.7957
1,34.4583,66,6.8225,1,-0.1877,-5498.9943
4,62.3248,32,18.7501,2,0.316,806.7737
3,79.6179,45,8.3999,5,-0.9378,14614.4926
1,132.2123,31,0.7952,4,0.2685,19481.0289
6,65.408,17,2.0629,3,-2.2759,18958.4328
6,45.7014,17,21.5539,2,0.1762,4909.067
2,77.7744,39,1.0691,3,1.0279,6960.6972
3,194.8422,72,18.631,3,1.9376,5736.5554
3,147.027,63,0.8686,1,-0.4089,5358.8658
5,133.3937,76,1.1404,4,2.1756,19337.795
6,108.7216,0,3.5007,4,-1.1954,30274.1624
3,92.6945,74,2.0975,5,-1.7551,15803.7702
6,80.8125,78,8.845,2,-1.1789,9559.0695
6,103.2448,75,16.6287,2,0.7743,7432.2233
5,134.1981,30,3.3011,3,0.2962,13286.3303
1,71.7908,31,3.3947,4,-0.8561,12702.7854
2,129.0511,19,11.5338,3,0.1437,10018.5888
3,103.2357,32,4.947,4,-1.4846,15927.4693
5,135.6359,6,2.6349,3,-1.0406,20197.2212
2,87.1162,79,8.1205,3,-1.1788,870.827
1,77.474,43,25.8103,1,1.1675,-8180.3403
5,25,5,1.1183,5,-1.1273,23184.8818
3,106.5261,42,4.5588,2,0.4483,8951.6673
5,166.6864,60,2.4259,3,-1.4581,15769.7894
2,152.2759,10,6.0694,1,0.9384,6784.0729
2,110.9646,12,37.9003,4,0.5605,5222.7754
4,113.9158,61,3.9723,4,0.9448,13538.0439
5,124.0641,37,0.7469,3,-1.6237,16886.6581
6,55.9199,63,3.2903,4,-1.5384,18848.707
6,94.9347,28,0.3083,2,-0.0688,16507.5462
4,104.5705,22,11.1784,3,0.576,10348.1073
3,46.7656,50,24.0603,3,-0.5686,-1832.3759
1,163.3191,6,15.362,1,-0.4115,5623.9872
6,94.5678,4,9.479,2,0.6487,16999.9897
2,172.4635,15,3.9363,1,-1.5372,6663.3867
2,77.462,70,9.5347,1,1.0325,-1971.7842
2,55.4276,66,11.2556,5,-0.912,8996.5846
3,107.4951,51,2.938,1,-0.6916,1866.3944
1,65.7674,38,10.796,4,-0.6935,7613.6244
3,104.3882,25,10.111,2,-0.5879,6245.9131
1,103.9485,31,22.1748,2,0.7951,-3863.1394
2,61.7204,21,1.5611,1,-0.8321,3597.2445
4,132.1218,20,1.7429,4,1.7137,26429.2393
1,103.808,24,7.2121,1,-1.2574,3737.2816
4,116.5698,40,0.7606,4,-1.1054,18741.0807
2,35.1271,63,12.6777,3,-0.5118,-447.4785
4,114.511,44,2.5201,4,-0.6327,19542.078
6,109.7601,5,0.3845,2,-0.4097,21659.8598
4,113.6119,43,0.2,3,0.2013,15400.028
4,50.8868,44,3.0317,4,0.4187,16088.5889
5,91.4339,59,10.7616,1,0.456,2608.6726
6,88.8441,12,5.7497,3,0.998,16745.0111
6,49.4155,19,4.2466,2,-0.1053,13983.5538
5,71.6752,73,2.7701,1,0.3782,1852.0649
4,43.7077,40,1.0663,2,-0.0315,7556.4119
4,108.854,38,20.7093,3,1.0113,6761.364
2,92.3053,7,0.4423,5,1.3201,20923.3316
6,122.3701,61,14.2372,1,0.2899,6797.0938
6,130.3376,5,10.9241,2,-1.4373,17529.1628
6,74.4244,36,3.0494,2,0.1766,16112.5915
4,80.6648,27,12.7016,2,0.9237,5862.5124
1,92.8575,20,2.3659,5,0.8212,18464.9357
5,97.4589,32,7.7787,4,1.1555,20289.863
5,85.4523,72,5.3727,2,1.7575,6808.909
6,63.8665,24,0.2489,5,0.1625,25443.1039
3,70.908,77,10.2611,1,-1.6847,-3128.8531
2,77.6839,73,2.2591,5,0.7389,12780.2839
1,119.3333,32,6.3303,2,0.9665,6303.6281
4,100.9865,76,0.9282,2,1.2135,10021.9297
1,87.7529,63,3.2795,4,-0.9034,10549.755
3,129.0981,35,3.1126,4,-0.6174,21027.8219
1,70.5329,53,17.1117,5,-1.1557,7643.4245
6,148.4088,36,29.4518,2,0.548,8546.2168
3,59.8212,71,3.9531,3,1.2278,2384.7894
5,116.6588,40,2.6129,1,0.3031,9472.921
1,90.3681,53,4.896,4,0.3928,7469.2264
1,82.0262,35,6.763,2,-0.7405,4399.4792
6,104.6367,38,5.9725,2,-1.5196,10794.1547
1,83.124,6,14.8504,5,0.8272,15273.2768
3,92.8402,40,3.1888,3,-0.3926,10070.7587
6,97.0899,55,1.2637,2,0.0715,11552.5754
5,94.0047,68,3.1475,3,0.4862,11782.6609
6,103.5669,70,5.4704,5,-0.6143,21952.8414
1,51.9198,24,10.522,4,1.0895,8418.1386
1,25,36,25.3064,1,1.1037,-10202.7548
1,69.5938,7,0.5218,4,-1.2647,15406.6491
2,87.3711,52,6.6356,3,0.577,6614.5972
5,33.1516,20,0.9953,2,-1.3293,13238.674
6,123.1124,58,0.5548,3,-0.1826,17794.8424
3,107.6129,5,3.381,5,-1.7316,23669.4231
5,124.7805,64,8.7679,4,-0.0632,19109.1801
2,87.6655,51,14.3338,5,1.0757,11555.1889
6,132.4521,1,18.8052,2,0.5071,13945.602
3,25,43,1.3737,3,1.0511,6220.9765
6,132.3527,15,1.4527,2,-1.0455,17602.2687
4,60.5789,65,10.073,3,0.842,2938.902
2,83.5503,26,1.7439,3,-1.9074,11482.3988
4,87.2488,70,1.8575,3,1.3393,8167.8054
6,114.9616,17,2.5844,2,-1.3089,19726.0138
6,135.3896,40,4.7242,2,0.7082,16074.6336
4,78.1526,5,7.1336,1,-1.1787,10237.491
6,76.5238,55,1.2631,2,-0.5136,13088.6624
5,55.1992,6,3.9617,1,0.7152,13643.1965
5,117.659,24,8.9471,1,0.5886,8341.521
6,120.6285,32,23.129,5,-0.7538,20461.2665
2,125.7819,76,17.3648,5,0.6333,8528.6798
4,70.2148,58,12.4853,1,0.5949,-522.1343
3,99.9632,27,0.2,1,0.3632,8534.8589
6,154.5506,1,3.7632,2,-0.7386,21038.1013
3,73.8538,2,8.8594,2,-0.4911,8104.3627
4,99.4094,10,16.2479,5,0.7282,19134.519
2,87.869,71,1.8478,4,0.598,12672.2215
1,31.4891,31,14.3626,1,1.2375,-4920.0891
2,105.0292,1,9.4011,3,-1.28,12098.2893
5,67.7212,35,3.2581,4,-0.0668,18644.5029
5,61.0973,13,7.466,3,-0.9903,14763.7268
1,74.5723,4,0.9405,2,-1.1684,10704.2449
4,131.5551,55,2.5781,1,-0.0727,8037.5879
6,105.5193,67,7.5005,2,1.704,10427.2469
5,114.402,28,2.1424,3,1.3442,16066.7636
5,79.7719,27,1.3745,4,0.2807,22570.413
3,25,65,0.3733,5,-1.0931,12935.0967
1,137.7929,41,12.3699,4,1.3127,11774.6228
2,25,0,12.7971,5,1.3301,14033.0701
4,27.7095,13,0.3618,2,0.4289,12236.5348
6,52.2491,14,9.6206,5,-0.1507,22217.6949
3,95.5933,72,4.9118,2,1.5039,926.9027
2,97.1564,55,6.1252,4,1.1166,11848.2549
2,128.4879,13,0.4859,3,-1.6734,14465.8037
3,25,16,0.2,5,0.1753,17702.8947
1,109.2695,21,3.0143,1,0.4586,5329.3355
2,124.2041,58,3.3881,1,-0.2644,1859.687
3,89.0974,40,0.2,4,0.1821,20505.1989
6,79.8365,65,15.096,4,-1.8749,14936.5696
5,121.8612,21,6.6318,2,2.1209,13449.5435
6,37.5078,58,1.7662,5,-0.307,21144.0356
3,125.1466,27,0.2,3,0.9692,12684.0014
3,135.2713,45,4.529,5,0.4982,21442.6068
3,57.0666,19,23.1278,2,-0.9309,1414.2917
5,67.5683,52,2.2739,1,-0.2901,9301.158
6,115.8019,75,13.7706,2,-0.4658,7843.8775
4,79.694,4,14.3443,3,1.7292,9672.3321
3,124.6843,62,3.2949,2,-1.4722,4007.1963
1,25,62,3.1745,1,0.2405,-4629.7872
1,171.7535,22,12.2579,4,-2.4927,20440.1544
5,131.8837,45,1.3748,2,-0.0866,15650.0437
5,25,71,8.2744,1,-1.2501,-228.4782
2,56.0673,47,20.409,2,-0.1147,-2644.7678
5,92.039,0,6.3479,1,-0.4106,14438.2875
5,108.6284,42,21.91,4,-0.2042,15786.7068
4,63.8783,44,15.3834,1,0.6435,2562.4922
2,84.6233,46,18.8716,2,1.3744,-1695.9167
4,131.6228,24,3.8358,1,-0.7604,9585.7196
5,62.7106,67,0.6307,2,0.699,5240.3635
1,89.6062,4,1.928,3,-0.3223,9940.1323
5,47.7952,11,3.6353,4,0.6073,19855.8472
1,49.1394,15,0.9596,1,1.3717,4447.6907
5,146.8324,61,1.4124,2,-0.5104,11407.4317
5,69.3988,72,4.0985,5,-1.3745,20142.9351
3,46.3415,0,10.3128,3,-0.7891,10243.6305
4,95.5271,8,23.0524,5,-0.3562,15512.8902
5,89.6755,43,2.7162,4,-0.3937,18327.8266
3,86.2863,53,0.2137,5,-2.2214,17281.91
3,111.3448,59,1.1545,2,-1.4888,7604.5536
5,174.6895,57,19.0986,4,-0.7789,16760.6912
6,149.8114,53,10.7103,3,-0.1003,17487.0361
3,87.5927,6,5.226,1,-0.8886,7450.7661
3,134.0234,31,7.8196,4,-0.2917,18267.995
6,59.1264,24,19.5903,3,-1.177,15197.3566
1,74.4157,70,19.3254,4,-0.6545,1676.3734
1,80.4524,15,0.309,5,-2.5444,17284.7647
5,128.186,53,1.5838,3,0.6756,14145.5494
5,95.0885,23,19.8129,2,-1.2232,9548.2367
6,115.6174,20,23.7964,3,-0.7008,13003.2785
6,85.1814,61,16.3375,3,0.4342,10968.5204
4,137.4081,25,7.6462,3,-0.1049,14654.7922
4,107.0139,24,12.6048,4,0.0242,17288.2605
6,84.8209,77,2.6472,4,0.0899,19680.8939
4,59.222,67,9.1573,5,-0.9792,12140.348
6,113.1811,20,4.9431,1,1.3268,14817.7356
3,152.2922,73,19.1041,5,-1.0767,14184.6789
6,98.3754,11,4.0209,4,1.0301,28506.8072
5,79.2039,47,0.6592,4,-0.3841,21241.0149
2,110.5138,2,10.3439,2,-0.9262,10174.9169
2,77.5205,11,20.4156,5,1.5334,13214.526
2,160.0354,5,0.3837,3,2.0206,15275.6875
2,42.969,30,0.2609,4,1.3022,10606.3405
5,120.0637,22,2.2211,5,0.7576,30158.1193
6,43.3758,23,30.5692,4,-1.1829,9847.4648
3,49.2874,5,12.9754,5,1.585,18457.0892
6,104.5791,0,15.8261,4,0.5709,26250.2531
3,88.1503,29,5.8547,4,0.405,15844.5274
3,75.279,63,22.2286,2,-1.3941,-4731.6424
4,62.7121,14,5.1854,2,-2.0366,12372.4441
6,135.0297,15,5.1022,1,0.2283,15012.811
5,69.9976,34,1.4198,5,-0.5445,22685.7647
6,96.5633,35,5.1525,4,-0.6573,20966.6994
3,81.696,31,13.4703,3,-0.2823,3666.2117
1,144.2147,72,3.0565,3,-0.8032,2107.1512
1,40.3229,22,4.6351,2,1.0865,1618.5051
1,96.293,60,11.3424,5,0.739,12020.9405
5,45.703,21,2.3891,1,-0.2399,10012.6912
3,77.3287,76,3.8344,2,0.3299,1292.4808
2,98.4959,29,14.8718,5,-0.7069,13942.223
5,102.4888,68,1.223,5,-0.3435,21556.5908
4,111.957,72,4.6783,1,-0.295,2520.5411
4,84.1191,44,17.0988,2,-0.8165,4917.4909
6,113.4757,61,23.9158,1,-3.0506,2249.0039
3,68.4261,23,11.8345,1,0.4083,1450.4794
1,105.3708,49,1.2123,1,-1.7591,141.0388
4,111.5568,32,11.6123,1,-1.6523,4673.7964
2,95.8662,15,9.246,1,-0.1182,4219.8661
1,27.4442,29,2.5325,1,-1.3905,-367.1467
6,76.7978,61,4.3447,5,0.3251,21931.7079
2,151.6578,40,15.3397,3,1.4317,5317.4488
3,135.1313,31,2.3967,1,-0.1116,7623.4321
6,98.3246,8,2.3978,2,0.4404,18866.6747
3,116.1036,50,9.7754,1,-0.6873,2480.9086
3,113.5966,45,2.4963,3,-1.5771,9819.6756
3,197.9551,6,21.1005,5,2.5018,25034.5827
3,70.9895,47,6.2723,3,-0.0149,6841.9386
2,76.9561,9,3.1093,1,-0.6806,8120.3609
5,74.727,37,7.905,1,-1.0538,9271.7944
3,80.4915,49,2.2836,2,-0.8104,6909.0453
1,77.9654,49,2.7796,1,-0.3135,305.231
2,64.5227,32,5.2415,1,-1.278,2970.8243
3,104.3969,48,10.5556,2,0.485,2440.4077
5,104.624,11,4.9645,2,0.723,16434.038
1,42.8366,14,12.8318,1,-0.4658,-726.5108
4,88.8199,53,3.2309,5,0.9474,17944.664
5,90.2867,2,5.0149,1,0.8465,13089.7892
3,56.7141,19,0.2,4,-0.4176,18372.1322
3,123.857,69,0.9358,5,-0.7438,21878.4877
2,94.2346,9,1.8933,3,1.3798,11750.5756
5,139.0144,31,45,4,0.4031,9255.5948
5,86.2833,71,0.2,4,-1.3442,17994.5606
6,95.7845,32,6.789,2,-0.391,15968.4337
3,29.2586,31,16.6071,1,-0.1672,136.9373
3,135.2194,10,5.4284,1,-0.6724,8309.256
2,92.2867,0,12.6353,1,0.4096,3241.5826
1,77.7967,52,3.932,2,-0.8462,722.053
6,86.0535,54,6.639,3,0.2794,12760.0781
3,126.2012,51,23.1646,1,-0.013,-5429.4979
3,146.0154,5,2.6588,4,-2.159,23041.0185
2,164.1552,2,5.8627,4,-0.4632,24340.2769
5,90.8517,65,13.1825,4,0.697,14464.5268
4,67.5775,24,6.4602,5,0.0935,19473.4885
6,45.8456,55,5.7325,2,-0.1046,8149.3585
6,123.5733,57,15.3456,3,0.0617,9841.1464
1,140.3528,53,0.2,4,-0.7112,18231.6227
2,38.6603,14,2.0021,5,0.7972,15141.1036
6,121.9767,34,6.1148,2,1.0221,17146.898
4,121.2542,19,0.5656,3,-1.6109,17522.3139
6,107.7946,6,35.0807,3,-2.4926,7131.5281
2,168.497,67,35.4578,2,0.6976,-9529.626
5,120.731,5,1.0313,1,-2.8223,15295.6826
3,92.6387,52,14.0775,3,-0.0863,3517.4482
5,67.2723,56,45,2,-0.101,-6475.5498
3,83.1903,72,14.5451,2,1.5309,-1671.8431
3,111.3923,11,3.2978,2,-0.6171,11280.0776
2,162.0686,55,11.6941,5,-0.0813,18499.4834
6,108.2801,15,2.489,3,-1.0961,22499.6067
5,100.1986,75,7.3268,4,0.2141,15564.5185
1,75.8239,47,3.6305,2,-1.2857,2260.1424
5,72.1622,2,11.1602,1,0.2715,12000.6805
5,112.6123,27,2.461,3,0.9695,16785.3146
5,73.2122,76,0.7459,2,0.6393,7580.2634
5,78.4209,7,3.1401,4,-0.422,22780.7237
3,84.0339,31,5.5796,2,1.0965,8556.0579
5,81.911,47,6.0284,1,0.2434,7299.5218
3,25,45,10.4153,5,-2.1037,8502.8954
2,128.128,12,0.4052,4,-0.6606,20341.8576
4,25,71,2.5185,3,-0.48,5025.1845
6,85.6403,1,5.8483,4,0.91,27953.332
6,98.6887,79,3.371,1,-1.2058,5847.3757
3,86.4619,30,4.1628,2,0.1777,8313.1132
4,99.3086,35,0.6553,1,-1.0414,10332.4008
1,104.1944,12,10.8717,2,0.8013,7371.7515
3,86.1723,0,0.2,2,2.6871,11126.0362
2,122.3356,42,17.1016,4,0.3189,13032.7314
3,39.5209,18,12.0047,4,-0.4128,13035.6935
6,70.466,74,23.5243,4,-0.9007,10025.1148
1,86.8275,38,1.1502,2,0.31,5102.7197
4,176.4357,20,0.2,4,1.3612,28982.7962
4,146.1704,41,8.7985,1,1.2166,7552.9451
5,106.0251,33,15.0548,1,0.3966,7087.1047
3,85.1769,65,10.2574,5,1.5434,13197.6051
2,138.8579,49,20.6671,1,-0.4257,-2222.7449
6,66.4687,11,2.8493,5,0.2317,25525.8914
5,184.582,12,2.8459,3,0.2289,24037.32
5,33.5622,4,4.3098,2,0.86,11566.1337
6,112.7626,46,13.852,3,-0.9443,12056.3067
2,109.9372,52,0.8139,5,-0.0767,17764.0285
6,136.0805,56,15.6872,2,-0.5603,10178.5662
3,89.7487,45,3.0586,4,0.6754,16859.7632
3,112.1506,36,14.3142,3,-0.5505,10049.4029
4,128.4855,57,2.7989,3,-0.3545,12653.1713
5,119.9956,50,7.7376,4,0.2014,19109.8584
1,110.0518,44,1.2222,1,0.1577,3461.5192
1,109.1876,48,1.738,2,-0.0388,3976.4261
4,52.8601,40,4.2964,3,1.4356,8998.1706
1,79.2503,12,3.0481,3,0.2676,10638.7444
3,179.8696,14,1.8101,3,0.9604,15936.9187
3,175.2135,63,18.1003,1,-0.5531,455.8911
2,63.0443,51,7.784,1,-0.6934,-1233.9763
1,90.8259,6,15.0258,3,0.3094,5104.5788
3,103.0727,22,9.8297,2,1.6583,7999.056
2,127.2739,31,3.8292,4,0.5434,20010.3201
3,59.3603,61,0.6134,5,-1.7024,16784.1879
2,120.5564,49,1.4565,3,0.2076,9467.905
3,82.4925,12,2.6507,4,-0.6583,19987.9802
2,113.8145,79,6.565,1,1.3986,-1194.9004
4,116.972,7,8.1154,3,1.2139,16928.5599
5,75.8309,69,8.7846,3,-0.4477,6699.6901
3,119.5259,27,10.8548,2,0.3613,9137.9401
2,59.8263,36,15.7509,1,0.3119,-3157.7359
2,71.9756,73,0.3367,2,-0.3363,1410.7066
4,115.4934,51,8.7132,1,1.0057,3021.6289
5,67.2549,72,3.0761,5,0.4712,20129.585
3,114.6879,64,10.6188,4,-1.7701,11941.4718
3,104.8706,55,5.543,3,0.5991,7757.1141
6,102.0652,7,12.5719,3,-0.3873,16433.2585
3,33.1123,34,6.8329,2,1.3641,3856.4544
6,52.1786,8,7.5757,4,0.2797,21929.2819
3,68.0922,44,0.318,1,1.7484,2564.8752
3,50.108,57,6.0811,2,-1.1276,3550.9044
3,88.6464,1,15.1586,2,-0.1978,6705.6888
4,127.0222,24,3.3473,5,1.9967,27544.7646
2,49.818,11,8.5763,1,0.429,3101.803
5,58.5407,33,4.5765,5,0.6176,20834.6033
1,142.119,54,5.1345,5,2.2335,18425.7714
1,93.8615,3,6.993,1,-0.268,5212.4858
3,168.1749,8,4.2309,1,-0.7073,10629.0811
2,112.963,53,12.6763,5,-0.1278,13242.1853
2,83.1834,61,12.953,1,-0.2462,-4886.7437
2,45.7729,36,2.7966,3,-0.8223,8710.9343
3,119.9391,27,2.8315,1,-0.1256,6037.3171
3,66.4608,45,5.0032,1,1.0392,5246.6746
2,117.9174,10,4.2369,4,-2.6669,20917.8117
5,96.086,13,18.6419,4,-1.6258,19526.6578
2,140.0502,27,10.1636,3,0.2463,6671.1767
1,124.6762,69,2.3015,3,-2.7088,6241.7835
6,74.9933,12,2.2677,1,-1.4369,15775.1259
2,55.7047,28,4.0632,2,-0.1498,4718.7628
4,117.8449,45,4.3545,2,0.4434,10310.8909
3,191.6158,66,16.3326,5,0.1877,19664.3596
3,115.2293,24,9.289,5,-0.5705,20074.3864
1,25,16,1.5023,5,0.3545,14563.9665
2,113.1876,44,11.5526,3,0.7008,7043.9596
2,148.7897,37,1.5623,4,-1.0467,18055.0737
3,65.6276,31,5.0406,3,1.3584,6961.7867
4,140.1538,38,20.337,1,-1.6033,2324.0707
4,116.4454,14,8.8643,1,0.0561,10128.5572
6,180.855,43,0.5379,1,0.2805,20959.6269
1,110.5534,73,13.5314,4,0.0097,7471.3186
4,78.1477,70,17.834,3,-1.3638,2827.4922
1,72.4358,34,4.6086,5,1.0514,13855.3065
3,129.7861,70,8.5348,4,0.5342,12979.1169
4,110.7421,29,6.8156,1,1.59,6982.7555
3,51.2435,9,5.3705,5,0.5901,21284.0259
2,38.3769,49,6.761,2,-0.5674,-1759.8594
4,95.8199,59,5.6979,3,0.5031,9286.6356
1,81.4062,75,0.9243,1,0.4693,-2794.1846
4,60.3546,34,9.2924,1,-0.8606,5891.8361
6,112.0763,78,1.6752,3,-0.3275,14392.5384
3,95.0018,2,6.9693,1,-0.0154,8322.5376
1,113.8321,28,9.9152,3,0.6775,6176.4329
5,106.9579,11,1.6639,4,0.7821,28081.6799
5,98.0988,49,4.0708,4,-0.2173,19767.2426
5,40.2383,33,2.5535,2,0.3192,8312.2249
4,109.3265,62,3.6625,4,-1.1987,18946.9981
2,109.4704,36,9.2083,2,0.0448,5065.5442
2,90.4658,58,2.9178,1,1.436,2340.9549
